home_team_id,away_team_id,game_id,BA_Ratio,BA_diff,Slug_diff,Slug_ratio,total_bases_diff,total_bases_ratio,extra_bases_lh_diff,extra_bases_lh_ratio,Total_Average,times_on_bases_diff,times_on_bases_ratio,on_base_diff,on_base_ratio,on_base_slug_diff,on_base_slug_ratio,at_bats_perHR_diff,at_bats_perHR_ratio,hr_h_diff,hr_h_ratio,PA_per_SO_diff,PA_per_SO_ratio,walk_SO_diff,walk_SO_ratio,SB_percent_diff,SB_percent_ratio,gpa_diff,gpa_ratio,Home_team_wins
5640,5630,176773,-0.99999956,-0.0438,-0.035140871,-0.092211256,-67,-0.127862595,-13,-0.118181818,0.519357885,-130,-0.254901961,-0.066014351,-0.198431373,-0.12733704,-0.172087838,-16.14705882,-0.293582888,0.048829016,0.701184669,-0.468570193,-0.100429312,-0.177417262,0.578476719,,,-0.038491676,-0.157122229,1
5626,5625,176774,-0.999999035,0.0578,0.137272835,0.428276284,273,0.74386921,51,0.62195122,0.747368421,145,0.379581152,0.042931488,0.144303746,0.043959782,0.058280738,-55.4083558,-0.67748208,0.081305699,1.451887491,0.61908825,0.137941336,-0.004377022,0.98965752,,,0.053637379,0.250630819,1
5650,5653,176775,-0.999999522,-0.0154,0.031370384,0.083515463,20,0.037950664,18,0.174757282,0.652963671,-17,-0.035490605,-0.002188427,-0.007008449,-0.024987679,-0.033673901,-25.57454545,-0.455711786,0.065908552,0.954355828,-1.04703657,-0.174282656,-0.055296343,0.868100466,,,0.006857804,0.029254233,0
5651,5656,176776,-0.999999642,-0.0556,-0.098270676,-0.208322744,-166,-0.234132581,-27,-0.188811189,0.577563541,-104,-0.185053381,-0.05176792,-0.151527096,-0.088827684,-0.11809779,13.62381363,0.552929229,-0.02847699,-0.204007286,-0.665015071,-0.119208337,-0.015783063,0.956705176,,,-0.047863233,-0.176181902,1
5655,3179,176777,-0.999999505,0.0026,-0.00995816,-0.024325146,-35,-0.05982906,-8,-0.066666667,0.672253259,20,0.040983607,0.017351607,0.05632161,0.03538505,0.05132237,4.227696902,0.168634516,-0.025336439,-0.15335213,-0.089549848,-0.01707044,0.049340524,1.115760461,,,0.005318683,0.022070996,0
5637,5657,176778,-0.999999356,0.0209,0.001909292,0.004812157,26,0.050485437,-8,-0.07079646,0.626836435,17,0.038116592,0.004588442,0.014732396,0.021906054,0.031619208,6.963317384,0.203856749,-0.027720722,-0.234167149,1.252681672,0.267021247,-0.014559486,0.960280702,,,0.002542122,0.010621174,0
5614,4288,176779,-0.999999577,-0.0295,-0.030819348,-0.081901141,-50,-0.092081031,-4,-0.037037037,0.563268893,-8,-0.017094017,-0.009237339,-0.030771393,-0.040056688,-0.059212377,-0.444444444,-0.011088011,0.014825956,0.147435897,-0.683826119,-0.125397049,0.028427574,1.077505367,,,-0.01186164,-0.051761064,0
5645,3178,176780,-0.999999594,-0.0257,-0.011391589,-0.028074148,-58,-0.095867769,10,0.084033613,0.618651893,-89,-0.164206642,-0.030053183,-0.091767559,-0.036079245,-0.049566561,-0.825,-0.023239437,0.014341892,0.134199134,-0.593346684,-0.11357441,-0.106058077,0.760248994,,,-0.016371829,-0.06579958,1
5644,5642,176781,-0.999999599,-0.026,-0.025965379,-0.056195965,-39,-0.056195965,-26,-0.151162791,0.66836302,-38,-0.069852941,-0.021125389,-0.064191669,-0.079048159,-0.096036356,-5.231930334,-0.184615385,0.045621958,0.354646163,-0.274559023,-0.05514225,-0.005359566,0.984521944,,,-0.01599777,-0.06068795,1
5646,5652,176782,-0.999999498,0.0011,-0.004004251,-0.010703235,1,0.001890359,-12,-0.105263158,0.600900901,27,0.058441558,0.010870947,0.036236491,-0.004448721,-0.006490396,-5.364681296,-0.110025288,0.009934971,0.118534483,0.040958285,0.008029498,0.077429862,1.233048703,,,0.003890863,0.017025688,1
5633,5636,176784,-0.999999496,-0.0067,-0.041755483,-0.099896938,-84,-0.144578313,-26,-0.2,0.601351351,-35,-0.072765073,-0.007240641,-0.023091773,-0.008708354,-0.01259785,11.72401434,0.379554421,-0.033182803,-0.255138889,-0.421535496,-0.07445232,-0.026778028,0.940130426,,,-0.013697159,-0.055770623,1
4287,5622,176785,-0.999999506,-0.0125,-0.022566568,-0.05603291,-26,-0.046511628,0,0,0.665750916,52,0.107216495,0.016131428,0.050789054,0.010855927,0.015440903,6.535294118,0.188337006,-0.012919453,-0.115306122,0.678822459,0.122540678,0.271451804,1.673782157,,,0.001617501,0.006639666,1
5621,5647,176786,-0.999999478,0.0053,0.051240033,0.12883735,86,0.154676259,13,0.103174603,0.728191001,52,0.108786611,0.018024876,0.057279888,-0.022294461,-0.027731116,-24.7642736,-0.513708108,0.081060061,1.014648349,-1.053469221,-0.153144483,0.048903384,1.107974797,,,0.020921202,0.086797697,1
5643,5648,176787,-0.999999517,-0.0194,-0.03902847,-0.094007707,-36,-0.062608696,-8,-0.06557377,0.61767358,-9,-0.017647059,-0.017314283,-0.052180496,-0.044790406,-0.060904084,6.309027778,0.16398917,-0.007156452,-0.073552426,-0.760577402,-0.137893692,-0.06520657,0.856043956,,,-0.017548545,-0.069332388,0
5635,5613,176788,-0.999999456,0.0061,0.031408048,0.085732106,65,0.129224652,3,0.027522936,0.637511271,13,0.027027027,-0.001126073,-0.003581895,-0.025071266,-0.034060362,-19.80837359,-0.389531017,0.048496384,0.598122066,-1.299354048,-0.213892371,-0.154250554,0.709780439,,,0.007345279,0.03151691,0
5640,5630,176789,-0.999999578,-0.0425,-0.029428072,-0.077793909,-61,-0.114446529,-9,-0.081081081,0.522580645,-132,-0.252873563,-0.06514915,-0.196071485,-0.122966151,-0.16640798,-17.70285714,-0.314103214,0.050524177,0.741694915,-0.482418932,-0.103525959,-0.179258107,0.574725595,,,-0.036674136,-0.150246437,0
5626,5625,176790,-0.999999091,0.0568,0.135867581,0.423058578,276,0.73015873,51,0.6,0.744859813,147,0.375959079,0.043199415,0.145618488,0.043128168,0.057217684,-57.57142857,-0.684791844,0.082445295,1.519349005,0.665474061,0.148266242,0.001384275,1.003333333,,,0.053406632,0.24981282,1
5650,5653,176791,-0.999999556,-0.0167,0.024253393,0.064571876,12,0.022018349,16,0.14953271,0.641284404,-21,-0.042424242,-0.004524638,-0.014533686,-0.029892197,-0.04058436,-22.78518519,-0.42398346,0.062569196,0.857429719,-1.064500717,-0.179388084,-0.061554388,0.855134933,,,0.004027261,0.017210877,0
5651,5656,176792,-0.999999656,-0.0547,-0.096914385,-0.20676866,-168,-0.233657858,-27,-0.186206897,0.579037801,-100,-0.175438596,-0.048848523,-0.143803196,-0.083181422,-0.111530475,14.25806452,0.576271186,-0.030444767,-0.217532769,-0.666465115,-0.120285003,-0.002282081,0.993688299,,,-0.046210432,-0.17112575,0
5655,3179,176793,-0.999999531,0.0007,-0.01272191,-0.031102729,-40,-0.066889632,-10,-0.081300813,0.668483197,23,0.046370968,0.018229678,0.059466975,0.03286755,0.047757313,4.126436782,0.16370269,-0.023543486,-0.143290525,-0.11495788,-0.021796295,0.064721594,1.15433611,,,0.005022878,0.020910773,1
5637,5657,176794,-0.999999384,0.0209,0.0006906,0.00175225,25,0.047801147,-8,-0.070175439,0.623686724,22,0.048565121,0.006396867,0.020659197,0.025173375,0.036713334,8.034965035,0.236144413,-0.030442713,-0.254469854,1.15806843,0.246215756,-0.008238292,0.977486737,,,0.00305124,0.012827478,0
5614,4288,176795,-0.999999605,-0.0339,-0.036665132,-0.097465945,-62,-0.111510791,-5,-0.04587156,0.552315609,-20,-0.041407867,-0.014475869,-0.047953189,-0.048434641,-0.071717553,0.470720721,0.011783942,0.014472496,0.143942665,-0.731059412,-0.13382411,0.019048932,1.051258945,,,-0.015680424,-0.06820845,0
5645,3178,176796,-0.99999961,-0.0245,-0.009275324,-0.022836176,-57,-0.092084006,9,0.073170732,0.621157324,-88,-0.160291439,-0.028390608,-0.087343784,-0.03504126,-0.048094772,-1.706131078,-0.049258378,0.017700501,0.160511364,-0.513263581,-0.099592933,-0.094465582,0.780681307,,,-0.015094605,-0.060911522,1
5644,5642,176797,-0.999999609,-0.0225,-0.020817436,-0.045595842,-31,-0.04434907,-25,-0.144508671,0.669160432,-31,-0.056569343,-0.01731079,-0.053195932,-0.072092955,-0.088355192,-5.471254837,-0.192976983,0.045881007,0.351754386,-0.250649207,-0.051192039,0.000601704,1.001769417,,,-0.012994214,-0.049866863,0
5646,5652,176798,-0.999999521,0.0004,-0.003574338,-0.009589041,0,0,-11,-0.094827586,0.598765432,26,0.055319149,0.010624646,0.03558126,-0.0040147,-0.005883036,-5.258823529,-0.109104223,0.010278345,0.120599251,0.158730159,0.031746032,0.087698413,1.26984127,,,0.003887506,0.017083498,1
5633,5636,176800,-0.99999952,-0.0057,-0.039161634,-0.093764518,-82,-0.137583893,-26,-0.194029851,0.608859566,-31,-0.062626263,-0.004746021,-0.015100976,-0.004664488,-0.006733759,12.0953405,0.381422791,-0.032676926,-0.259236948,-0.377565489,-0.067338025,-0.017447729,0.960534899,,,-0.011926118,-0.048511031,0
4287,5622,176801,-0.99999952,-0.0084,-0.018392248,-0.04589981,-20,-0.035149385,2,0.017094017,0.670556553,54,0.108216433,0.017115368,0.053747057,0.01844143,0.026366415,7.601147776,0.21946976,-0.017173011,-0.152043971,0.595399792,0.106644393,0.245116713,1.578066914,,,0.003103854,0.012748123,1
5621,5647,176802,-0.999999501,0.0055,0.04957683,0.124902191,83,0.146126761,11,0.085271318,0.72327044,52,0.106776181,0.018511738,0.059070311,-0.02135937,-0.026707292,-24.18387097,-0.506999391,0.07995788,0.986147186,-1.018356202,-0.149930072,0.048812201,1.109472023,,,0.02072449,0.086260579,1
5643,5648,176803,-0.999999536,-0.0175,-0.030696278,-0.07400461,-24,-0.040747029,-3,-0.024193548,0.627537511,-11,-0.020872865,-0.017579071,-0.052670499,-0.042641546,-0.057397961,3.820261438,0.096851698,-0.002348946,-0.024924925,-0.788135593,-0.143076923,-0.081920904,0.820987654,,,-0.015584651,-0.061384162,1
5635,5613,176804,-0.999999487,0.0044,0.029068938,0.079069755,60,0.115830116,2,0.017699115,0.634361233,9,0.018255578,-0.002217846,-0.00705842,-0.027087873,-0.036814756,-19.32142857,-0.383960256,0.048684211,0.594642857,-1.284674791,-0.212624634,-0.148631758,0.715755325,,,0.006269203,0.026871284,1
5640,5630,176805,-0.999999595,-0.0409,-0.025533415,-0.06813639,-56,-0.103703704,-6,-0.053571429,0.521152115,-134,-0.252354049,-0.064905533,-0.196305624,-0.118197449,-0.161222299,-18.04,-0.312977099,0.048869911,0.729139073,-0.507660894,-0.109647319,-0.184383444,0.558974736,,,-0.035590844,-0.146784074,0
5626,5625,176806,-0.999999131,0.0576,0.135280498,0.425217608,278,0.723958333,51,0.586206897,0.740402194,153,0.386363636,0.045966847,0.156589082,0.048687279,0.06541747,-59.17724868,-0.686397251,0.081228227,1.520128251,0.760983103,0.170698091,0.018945212,1.046611237,,,0.054505206,0.25754479,1
5650,5653,176807,-0.999999568,-0.0131,0.027653049,0.073575975,20,0.035906643,20,0.181818182,0.64516129,-17,-0.033797217,-0.002526459,-0.00816202,-0.018058296,-0.024786053,-19.3256705,-0.378167641,0.053862002,0.696491404,-1.052330318,-0.178673607,-0.068065858,0.839273059,,,0.005776356,0.024764318,1
5651,5656,176808,-0.999999665,-0.0517,-0.094182092,-0.203454132,-165,-0.227900552,-27,-0.184931507,0.573825503,-96,-0.166956522,-0.046305736,-0.137709233,-0.079106754,-0.107220966,14.66893039,0.581504913,-0.03166882,-0.22781119,-0.667552602,-0.121268206,-0.004078996,0.988629348,,,-0.044383104,-0.166201036,1
5655,3179,176809,-0.999999544,0.0051,-0.001572822,-0.003869969,-23,-0.037828947,-4,-0.032258065,0.679715302,27,0.053254438,0.020246448,0.066130409,0.040064,0.057964124,2.97740113,0.117424242,-0.020226917,-0.123418477,0.002158912,0.000412942,0.060745268,1.145063327,,,0.008717696,0.036418419,1
5637,5657,176810,-0.999999419,0.0197,-0.002255641,-0.00568288,21,0.038817006,-8,-0.068376068,0.621973929,21,0.045258621,0.005807816,0.018787785,0.024095096,0.035149517,8.638450502,0.259850675,-0.032314047,-0.264817556,1.291747085,0.277949504,0.001791348,1.00503721,,,0.002049607,0.008599622,1
5651,4288,176811,-0.999999592,-0.015,-0.004092828,-0.010989061,3,0.005309735,11,0.099099099,0.574958814,-6,-0.012145749,-0.010883284,-0.036196832,-0.020249678,-0.029849669,-1.461538462,-0.03564728,0.010271881,0.1041069,-0.565640392,-0.104205876,-0.008652171,0.97677575,,,-0.005920685,-0.025920998,0
5645,3178,176812,-0.999999623,-0.0227,-0.008976087,-0.02222582,-57,-0.090764331,7,0.055555556,0.618037135,-86,-0.154676259,-0.026536708,-0.082235157,-0.032940447,-0.045499165,-1.691919192,-0.048962292,0.01699244,0.152176738,-0.472602912,-0.092353922,-0.09004361,0.789692664,,,-0.01418554,-0.057623461,1
4287,5622,176813,-0.999999546,-0.0087,-0.016927672,-0.042333698,-22,-0.037735849,1,0.008264463,0.669894366,52,0.101960784,0.016964656,0.053422035,0.016497889,0.023536099,6.296167247,0.177052714,-0.013234488,-0.120401563,0.645182556,0.11556698,0.251876268,1.603670394,,,0.003402177,0.014008378,1
5635,5613,176814,-0.999999501,0.0076,0.03605686,0.099329052,73,0.139846743,5,0.044247788,0.635658915,12,0.023952096,-0.000690287,-0.002207264,-0.023047891,-0.031393864,-20.92857143,-0.407510431,0.051507577,0.636486486,-1.242391964,-0.206809058,-0.154536062,0.705175882,,,0.008703586,0.037599508,1
5626,5637,176815,-0.99999951,0.0086,0.059160992,0.14903229,105,0.182291667,30,0.265486726,0.744852283,66,0.133064516,0.024064334,0.07617138,0.025334216,0.032868187,-14.79642857,-0.356909028,0.045813765,0.506569343,-0.717532772,-0.120113636,0.06482912,1.178447165,,,0.025619198,0.106124281,0
5630,5625,176816,-0.999999234,0.0398,0.052511071,0.163866206,151,0.379396985,24,0.269662921,0.629563669,128,0.311435523,0.033163501,0.112078108,0.053468452,0.082442645,-23.92,-0.288888889,0.010469739,0.189851269,0.131504711,0.029038312,0.001428242,1.003476496,,,0.028051343,0.131532143,0
5633,5653,176818,-0.999999581,-0.0082,0.002683843,0.00717739,-43,-0.075704225,-2,-0.017857143,0.604779412,-41,-0.07961165,-0.000715559,-0.00231341,-0.003298339,-0.004790573,-7.411568409,-0.141498014,0.015388258,0.203761755,-0.478029204,-0.083478846,0.007300925,1.01771372,,,0.000348959,0.001499791,0
5651,4288,176819,-0.999999612,-0.0162,-0.006456471,-0.017415628,-2,-0.003478261,11,0.098214286,0.566478646,-9,-0.017964072,-0.011867297,-0.039723469,-0.020902749,-0.031102722,-0.48245614,-0.011820331,0.008258367,0.083018319,-0.623796406,-0.115858413,-0.012042503,0.966724663,,,-0.006954401,-0.030620127,0
5640,5652,176820,-0.999999596,-0.0277,-0.028270585,-0.075575337,-64,-0.115523466,-12,-0.100840336,0.515817223,-78,-0.161825726,-0.034621993,-0.115717908,-0.07369609,-0.10773209,-7.288479263,-0.152561011,0.028371156,0.331301881,-0.871562013,-0.174525238,-0.083030618,0.738134206,,,-0.022647543,-0.099263951,1
5635,4287,176821,-0.999999546,0.0032,0.026448952,0.069202688,53,0.092819615,2,0.016129032,0.648397976,-43,-0.075571178,-0.020025589,-0.06018235,-0.041769408,-0.054733844,-13.22222222,-0.318607764,0.043906197,0.448818898,-1.374126724,-0.222378977,-0.285857481,0.564184496,,,-0.002399277,-0.009781561,1
5645,5636,176822,-0.999999553,-0.0119,-0.020675721,-0.04937132,-23,-0.037643208,-2,-0.014492754,0.623916811,-23,-0.045364892,-0.0159241,-0.05066188,-0.036599821,-0.049924655,0.391304348,0.012337217,0.004654421,0.036931818,-0.935345323,-0.167413671,-0.100989378,0.77238548,,,-0.012334775,-0.050112943,0
5613,5622,176823,-0.999999571,-0.0122,-0.026902097,-0.067824238,-46,-0.077834179,-4,-0.032520325,0.604631218,-4,-0.007677543,-0.002434571,-0.007677543,-0.002491031,-0.003626474,11.20692368,0.308378437,-0.021344686,-0.197308192,0.329287407,0.05862389,0.092594618,1.216788986,,,-0.007821081,-0.032337578,0
5648,5646,176824,-0.999999508,0.0237,0.044974669,0.121864211,51,0.092558984,20,0.186915888,0.679673321,28,0.055009823,0.022331018,0.071994501,0.059268179,0.086237132,-4.614467409,-0.105084991,0.00172111,0.018476621,0.266940789,0.051365636,0.035032895,1.084289672,,,0.021292625,0.091840541,0
5644,5647,176825,-0.999999554,-0.0106,0.038495018,0.096467857,98,0.167521368,19,0.142857143,0.675653595,34,0.068410463,-0.002957625,-0.00946202,-0.065417587,-0.080506163,-23.18931159,-0.506178698,0.093861856,1.111676357,-2.014589747,-0.302502261,-0.082072904,0.809811828,,,0.008292823,0.034492833,1
